Chart,1,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer
Cli,1,org.apache.commons.cli.CommandLine
Closure,1,com.google.javascript.jscomp.RemoveUnusedVars
Codec,1,org.apache.commons.codec.language.Caverphone
Codec,1,org.apache.commons.codec.language.Metaphone
Codec,1,org.apache.commons.codec.language.SoundexUtils
Collections,25,org.apache.commons.collections4.IteratorUtils
Compress,1,org.apache.commons.compress.archivers.cpio.CpioArchiveOutputStream
Csv,1,org.apache.commons.csv.ExtendedBufferedReader
Gson,1,com.google.gson.TypeInfoFactory
JacksonCore,1,com.fasterxml.jackson.core.io.NumberInput
JacksonCore,1,com.fasterxml.jackson.core.util.TextBuffer
JacksonDatabind,1,com.fasterxml.jackson.databind.ser.BeanPropertyWriter
JacksonXml,1,com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser
Jsoup,1,org.jsoup.nodes.Document
JxPath,1,org.apache.commons.jxpath.ri.model.dom.DOMNodePointer
Lang,1,org.apache.commons.lang3.math.NumberUtils
Math,1,org.apache.commons.math3.fraction.BigFraction
Math,1,org.apache.commons.math3.fraction.Fraction
Mockito,1,org.mockito.internal.invocation.InvocationMatcher
Time,1,org.joda.time.field.UnsupportedDurationField
Time,1,org.joda.time.Partial

