focal_method,test_prefix,docstring
"public Document fromJsoup(org.jsoup.nodes.Document in) {
    Validate.notNull(in);
    DocumentBuilder builder;
    try {
        //set the factory to be namespace-aware
        factory.setNamespaceAware(true);
        builder = factory.newDocumentBuilder();
        Document out = builder.newDocument();
        convert(in, out);
        return out;
    } catch (ParserConfigurationException e) {
        throw new IllegalStateException(e);
    }
}","public void test000() throws Throwable {
    W3CDom w3CDom0 = new W3CDom();
    Document document0 = Document.createShell("":lt(%Cd)"");
    document0.prependElement("":lt(%Cd)"");
    // Undeclared exception!
    try {
        w3CDom0.fromJsoup(document0);
        fail(""Expecting exception: DOMException"");
    } catch (DOMException e) {
    }
}","/**
 * Convert a jsoup Document to a W3C Document.
 * @param in jsoup doc
 * @return w3c doc
 */"
"public boolean hasParent() {
    return parentNode != null;
}","public void test011() throws Throwable {
    W3CDom w3CDom0 = new W3CDom();
    Document document0 = Document.createShell(""[%s^=%s]"");
    org.w3c.dom.Document document1 = w3CDom0.fromJsoup(document0);
    W3CDom.W3CBuilder w3CDom_W3CBuilder0 = new W3CDom.W3CBuilder(document1);
    DocumentType documentType0 = new DocumentType(""[%s~=%s]"", ""[%s~=%s]"", ""|+q|07W5K~ FVX%q"", ""[%s~=%s]"");
    w3CDom_W3CBuilder0.tail(documentType0, 3914);
    assertFalse(documentType0.hasParent());
}",""
"public Document fromJsoup(org.jsoup.nodes.Document in) {
    Validate.notNull(in);
    DocumentBuilder builder;
    try {
        //set the factory to be namespace-aware
        factory.setNamespaceAware(true);
        builder = factory.newDocumentBuilder();
        Document out = builder.newDocument();
        convert(in, out);
        return out;
    } catch (ParserConfigurationException e) {
        throw new IllegalStateException(e);
    }
}","public void test033() throws Throwable {
    W3CDom w3CDom0 = new W3CDom();
    Document document0 = Document.createShell(""xmlns:bQ? uQNA!jS %5"");
    w3CDom0.factory = null;
    // Undeclared exception!
    try {
        w3CDom0.fromJsoup(document0);
        fail(""Expecting exception: NullPointerException"");
    } catch (NullPointerException e) {
        //
        // no message in exception (getMessage() returned null)
        //
        verifyException(""org.jsoup.helper.W3CDom"", e);
    }
}","/**
 * Convert a jsoup Document to a W3C Document.
 * @param in jsoup doc
 * @return w3c doc
 */"
"public Document fromJsoup(org.jsoup.nodes.Document in) {
    Validate.notNull(in);
    DocumentBuilder builder;
    try {
        //set the factory to be namespace-aware
        factory.setNamespaceAware(true);
        builder = factory.newDocumentBuilder();
        Document out = builder.newDocument();
        convert(in, out);
        return out;
    } catch (ParserConfigurationException e) {
        throw new IllegalStateException(e);
    }
}","public void test044() throws Throwable {
    W3CDom w3CDom0 = new W3CDom();
    Document document0 = new Document(""!K`B6$PV@?QsC8krC"");
    // Undeclared exception!
    try {
        w3CDom0.fromJsoup(document0);
        fail(""Expecting exception: IndexOutOfBoundsException"");
    } catch (IndexOutOfBoundsException e) {
        //
        // Index: 0, Size: 0
        //
        verifyException(""java.util.ArrayList"", e);
    }
}","/**
 * Convert a jsoup Document to a W3C Document.
 * @param in jsoup doc
 * @return w3c doc
 */"
"public Document fromJsoup(org.jsoup.nodes.Document in) {
    Validate.notNull(in);
    DocumentBuilder builder;
    try {
        //set the factory to be namespace-aware
        factory.setNamespaceAware(true);
        builder = factory.newDocumentBuilder();
        Document out = builder.newDocument();
        convert(in, out);
        return out;
    } catch (ParserConfigurationException e) {
        throw new IllegalStateException(e);
    }
}","public void test055() throws Throwable {
    W3CDom w3CDom0 = new W3CDom();
    // Undeclared exception!
    try {
        w3CDom0.fromJsoup((Document) null);
        fail(""Expecting exception: IllegalArgumentException"");
    } catch (IllegalArgumentException e) {
        //
        // Object must not be null
        //
        verifyException(""org.jsoup.helper.Validate"", e);
    }
}","/**
 * Convert a jsoup Document to a W3C Document.
 * @param in jsoup doc
 * @return w3c doc
 */"
"public void convert(org.jsoup.nodes.Document in, Document out) {
    if (!StringUtil.isBlank(in.location()))
        out.setDocumentURI(in.location());
    // skip the #root node
    org.jsoup.nodes.Element rootEl = in.child(0);
    NodeTraversor.traverse(new W3CBuilder(out), rootEl);
}","public void test066() throws Throwable {
    W3CDom w3CDom0 = new W3CDom();
    Document document0 = new Document(""q8P8NmW-y0<"");
    // Undeclared exception!
    try {
        w3CDom0.convert(document0, (org.w3c.dom.Document) null);
        fail(""Expecting exception: NullPointerException"");
    } catch (NullPointerException e) {
        //
        // no message in exception (getMessage() returned null)
        //
        verifyException(""org.jsoup.helper.W3CDom"", e);
    }
}","/**
 * Converts a jsoup document into the provided W3C Document. If required, you can set options on the output document
 * before converting.
 * @param in jsoup doc
 * @param out w3c doc
 * @see org.jsoup.helper.W3CDom#fromJsoup(org.jsoup.nodes.Document)
 */"
"public void convert(org.jsoup.nodes.Document in, Document out) {
    if (!StringUtil.isBlank(in.location()))
        out.setDocumentURI(in.location());
    // skip the #root node
    org.jsoup.nodes.Element rootEl = in.child(0);
    NodeTraversor.traverse(new W3CBuilder(out), rootEl);
}","public void test077() throws Throwable {
    W3CDom w3CDom0 = new W3CDom();
    Document document0 = Document.createShell(""xmlns:bQ uQNA!jS %5"");
    org.w3c.dom.Document document1 = w3CDom0.fromJsoup(document0);
    Document document2 = new Document(""xmlns:bQ uQNA!jS %5"");
    // Undeclared exception!
    try {
        w3CDom0.convert(document2, document1);
        fail(""Expecting exception: IndexOutOfBoundsException"");
    } catch (IndexOutOfBoundsException e) {
        //
        // Index: 0, Size: 0
        //
        verifyException(""java.util.ArrayList"", e);
    }
}","/**
 * Converts a jsoup document into the provided W3C Document. If required, you can set options on the output document
 * before converting.
 * @param in jsoup doc
 * @param out w3c doc
 * @see org.jsoup.helper.W3CDom#fromJsoup(org.jsoup.nodes.Document)
 */"
"public void convert(org.jsoup.nodes.Document in, Document out) {
    if (!StringUtil.isBlank(in.location()))
        out.setDocumentURI(in.location());
    // skip the #root node
    org.jsoup.nodes.Element rootEl = in.child(0);
    NodeTraversor.traverse(new W3CBuilder(out), rootEl);
}","public void test088() throws Throwable {
    W3CDom w3CDom0 = new W3CDom();
    Document document0 = Document.createShell("""");
    org.w3c.dom.Document document1 = w3CDom0.fromJsoup(document0);
    // Undeclared exception!
    try {
        w3CDom0.convert(document0, document1);
        fail(""Expecting exception: DOMException"");
    } catch (DOMException e) {
    }
}","/**
 * Converts a jsoup document into the provided W3C Document. If required, you can set options on the output document
 * before converting.
 * @param in jsoup doc
 * @param out w3c doc
 * @see org.jsoup.helper.W3CDom#fromJsoup(org.jsoup.nodes.Document)
 */"
"public Document fromJsoup(org.jsoup.nodes.Document in) {
    Validate.notNull(in);
    DocumentBuilder builder;
    try {
        //set the factory to be namespace-aware
        factory.setNamespaceAware(true);
        builder = factory.newDocumentBuilder();
        Document out = builder.newDocument();
        convert(in, out);
        return out;
    } catch (ParserConfigurationException e) {
        throw new IllegalStateException(e);
    }
}","public void test099() throws Throwable {
    W3CDom w3CDom0 = new W3CDom();
    Document document0 = new Document(""xlns:ahtml>\n<head>\n<MET2 http-equiv=\""Content-Type\"" content=\""[ext/html; charsetY:T-8\"">\n</head>\n<body></body>b</html>"");
    document0.prependElement(""xlns:ahtml>\n<head>\n<MET2 http-equiv=\""Content-Type\"" content=\""[ext/html; charsetY:T-8\"">\n</head>\n<body></body>b</html>"");
    // Undeclared exception!
    try {
        w3CDom0.fromJsoup(document0);
        fail(""Expecting exception: DOMException"");
    } catch (DOMException e) {
    }
}","/**
 * Convert a jsoup Document to a W3C Document.
 * @param in jsoup doc
 * @return w3c doc
 */"
"public Document fromJsoup(org.jsoup.nodes.Document in) {
    Validate.notNull(in);
    DocumentBuilder builder;
    try {
        //set the factory to be namespace-aware
        factory.setNamespaceAware(true);
        builder = factory.newDocumentBuilder();
        Document out = builder.newDocument();
        convert(in, out);
        return out;
    } catch (ParserConfigurationException e) {
        throw new IllegalStateException(e);
    }
}","public void test1212() throws Throwable {
    W3CDom w3CDom0 = new W3CDom();
    Document document0 = Document.createShell(""dB@L!2wo8Pt^"");
    Charset charset0 = document0.charset();
    document0.charset(charset0);
    org.w3c.dom.Document document1 = w3CDom0.fromJsoup(document0);
    assertNotNull(document1);
}","/**
 * Convert a jsoup Document to a W3C Document.
 * @param in jsoup doc
 * @return w3c doc
 */"
