Closure,1,com.google.javascript.jscomp.RemoveUnusedVars
Closure,2,com.google.javascript.jscomp.TypeCheck
Closure,3,com.google.javascript.jscomp.FlowSensitiveInlineVariables
Closure,4,com.google.javascript.rhino.jstype.NamedType
Closure,5,com.google.javascript.jscomp.InlineObjectLiterals
Closure,6,com.google.javascript.jscomp.TypeValidator
Closure,7,com.google.javascript.jscomp.type.ChainableReverseAbstractInterpreter
Closure,8,com.google.javascript.jscomp.CollapseVariableDeclarations
Closure,9,com.google.javascript.jscomp.ProcessCommonJSModules
Closure,10,com.google.javascript.jscomp.NodeUtil
Closure,11,com.google.javascript.jscomp.TypeCheck
Closure,12,com.google.javascript.jscomp.MaybeReachingVariableUse
Closure,13,com.google.javascript.jscomp.PeepholeOptimizationsPass
Closure,14,com.google.javascript.jscomp.ControlFlowAnalysis
Closure,15,com.google.javascript.jscomp.FlowSensitiveInlineVariables
Closure,16,com.google.javascript.jscomp.ScopedAliases
Closure,17,com.google.javascript.jscomp.TypedScopeCreator
Closure,18,com.google.javascript.jscomp.Compiler
Closure,19,com.google.javascript.jscomp.type.ChainableReverseAbstractInterpreter
Closure,20,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax
Closure,21,com.google.javascript.jscomp.CheckSideEffects
Closure,22,com.google.javascript.jscomp.CheckSideEffects
Closure,23,com.google.javascript.jscomp.PeepholeFoldConstants
Closure,24,com.google.javascript.jscomp.ScopedAliases
Closure,25,com.google.javascript.jscomp.TypeInference
Closure,26,com.google.javascript.jscomp.ProcessCommonJSModules
Closure,27,com.google.javascript.rhino.IR
Closure,28,com.google.javascript.jscomp.InlineCostEstimator
Closure,29,com.google.javascript.jscomp.InlineObjectLiterals
Closure,30,com.google.javascript.jscomp.FlowSensitiveInlineVariables
Closure,30,com.google.javascript.jscomp.MustBeReachingVariableDef
Closure,31,com.google.javascript.jscomp.Compiler
Closure,32,com.google.javascript.jscomp.parsing.JsDocInfoParser
Closure,33,com.google.javascript.rhino.jstype.PrototypeObjectType
Closure,34,com.google.javascript.jscomp.CodeGenerator
Closure,34,com.google.javascript.jscomp.CodePrinter
Closure,35,com.google.javascript.jscomp.TypeInference
Closure,36,com.google.javascript.jscomp.InlineVariables
Closure,37,com.google.javascript.jscomp.NodeTraversal
Closure,37,com.google.javascript.jscomp.parsing.IRFactory
Closure,38,com.google.javascript.jscomp.CodeConsumer
Closure,39,com.google.javascript.rhino.jstype.PrototypeObjectType
Closure,40,com.google.javascript.jscomp.NameAnalyzer
Closure,41,com.google.javascript.jscomp.FunctionTypeBuilder
Closure,42,com.google.javascript.jscomp.parsing.IRFactory
Closure,43,com.google.javascript.jscomp.TypedScopeCreator
Closure,44,com.google.javascript.jscomp.CodeConsumer
Closure,45,com.google.javascript.jscomp.RemoveUnusedVars
Closure,46,com.google.javascript.rhino.jstype.RecordType
Closure,47,com.google.debugging.sourcemap.SourceMapConsumerV3
Closure,47,com.google.javascript.jscomp.SourceMap
Closure,48,com.google.javascript.jscomp.TypedScopeCreator
Closure,49,com.google.javascript.jscomp.MakeDeclaredNamesUnique
Closure,50,com.google.javascript.jscomp.PeepholeReplaceKnownMethods
Closure,51,com.google.javascript.jscomp.CodeConsumer
Closure,52,com.google.javascript.jscomp.CodeGenerator
Closure,53,com.google.javascript.jscomp.InlineObjectLiterals
Closure,54,com.google.javascript.jscomp.TypedScopeCreator
Closure,54,com.google.javascript.rhino.jstype.FunctionType
Closure,55,com.google.javascript.jscomp.FunctionRewriter
Closure,56,com.google.javascript.jscomp.SourceFile
Closure,57,com.google.javascript.jscomp.ClosureCodingConvention
Closure,58,com.google.javascript.jscomp.LiveVariablesAnalysis
Closure,59,com.google.javascript.jscomp.Compiler
Closure,60,com.google.javascript.jscomp.NodeUtil
Closure,61,com.google.javascript.jscomp.NodeUtil
Closure,62,com.google.javascript.jscomp.LightweightMessageFormatter
Closure,64,com.google.javascript.jscomp.Compiler
Closure,65,com.google.javascript.jscomp.CodeGenerator
Closure,66,com.google.javascript.jscomp.TypeCheck
Closure,67,com.google.javascript.jscomp.AnalyzePrototypeProperties
Closure,68,com.google.javascript.jscomp.parsing.JsDocInfoParser
Closure,69,com.google.javascript.jscomp.TypeCheck
Closure,70,com.google.javascript.jscomp.TypedScopeCreator
Closure,71,com.google.javascript.jscomp.CheckAccessControls
Closure,72,com.google.javascript.jscomp.FunctionToBlockMutator
Closure,72,com.google.javascript.jscomp.RenameLabels
Closure,73,com.google.javascript.jscomp.CodeGenerator
Closure,74,com.google.javascript.jscomp.PeepholeFoldConstants
Closure,75,com.google.javascript.jscomp.NodeUtil
Closure,76,com.google.javascript.jscomp.DeadAssignmentsElimination
Closure,77,com.google.javascript.jscomp.CodeGenerator
Closure,78,com.google.javascript.jscomp.PeepholeFoldConstants
Closure,79,com.google.javascript.jscomp.Normalize
Closure,79,com.google.javascript.jscomp.VarCheck
Closure,80,com.google.javascript.jscomp.NodeUtil
Closure,81,com.google.javascript.jscomp.parsing.IRFactory
Closure,82,com.google.javascript.rhino.jstype.JSType
Closure,83,com.google.javascript.jscomp.CommandLineRunner
Closure,84,com.google.javascript.jscomp.parsing.IRFactory
Closure,85,com.google.javascript.jscomp.UnreachableCodeElimination
Closure,86,com.google.javascript.jscomp.NodeUtil
Closure,87,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax
Closure,88,com.google.javascript.jscomp.DeadAssignmentsElimination
Closure,89,com.google.javascript.jscomp.CollapseProperties
Closure,89,com.google.javascript.jscomp.GlobalNamespace
Closure,90,com.google.javascript.jscomp.FunctionTypeBuilder
Closure,90,com.google.javascript.rhino.jstype.FunctionType
Closure,91,com.google.javascript.jscomp.CheckGlobalThis
Closure,92,com.google.javascript.jscomp.ProcessClosurePrimitives
Closure,94,com.google.javascript.jscomp.NodeUtil
Closure,95,com.google.javascript.jscomp.TypedScopeCreator
Closure,96,com.google.javascript.jscomp.TypeCheck
Closure,97,com.google.javascript.jscomp.PeepholeFoldConstants
Closure,98,com.google.javascript.jscomp.ReferenceCollectingCallback
Closure,99,com.google.javascript.jscomp.CheckGlobalThis
Closure,100,com.google.javascript.jscomp.CheckGlobalThis
Closure,101,com.google.javascript.jscomp.CommandLineRunner
Closure,102,com.google.javascript.jscomp.Normalize
Closure,103,com.google.javascript.jscomp.ControlFlowAnalysis
Closure,103,com.google.javascript.jscomp.DisambiguateProperties
Closure,104,com.google.javascript.rhino.jstype.UnionType
Closure,105,com.google.javascript.jscomp.FoldConstants
Closure,106,com.google.javascript.jscomp.GlobalNamespace
Closure,106,com.google.javascript.rhino.JSDocInfoBuilder
Closure,107,com.google.javascript.jscomp.CommandLineRunner
Closure,108,com.google.javascript.jscomp.ScopedAliases
Closure,109,com.google.javascript.jscomp.parsing.JsDocInfoParser
Closure,110,com.google.javascript.jscomp.ScopedAliases
Closure,110,com.google.javascript.rhino.Node
Closure,111,com.google.javascript.jscomp.type.ClosureReverseAbstractInterpreter
Closure,112,com.google.javascript.jscomp.TypeInference
Closure,113,com.google.javascript.jscomp.ProcessClosurePrimitives
Closure,114,com.google.javascript.jscomp.NameAnalyzer
Closure,115,com.google.javascript.jscomp.FunctionInjector
Closure,116,com.google.javascript.jscomp.FunctionInjector
Closure,117,com.google.javascript.jscomp.TypeValidator
Closure,118,com.google.javascript.jscomp.DisambiguateProperties
Closure,119,com.google.javascript.jscomp.GlobalNamespace
Closure,120,com.google.javascript.jscomp.ReferenceCollectingCallback
Closure,121,com.google.javascript.jscomp.InlineVariables
Closure,122,com.google.javascript.jscomp.parsing.IRFactory
Closure,123,com.google.javascript.jscomp.CodeGenerator
Closure,124,com.google.javascript.jscomp.ExploitAssigns
Closure,125,com.google.javascript.jscomp.TypeCheck
Closure,126,com.google.javascript.jscomp.MinimizeExitPoints
Closure,127,com.google.javascript.jscomp.UnreachableCodeElimination
Closure,128,com.google.javascript.jscomp.CodeGenerator
Closure,129,com.google.javascript.jscomp.PrepareAst
Closure,130,com.google.javascript.jscomp.CollapseProperties
Closure,131,com.google.javascript.rhino.TokenStream
Closure,132,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax
Closure,133,com.google.javascript.jscomp.parsing.JsDocInfoParser
Closure,134,com.google.javascript.jscomp.AmbiguateProperties
Closure,134,com.google.javascript.jscomp.TypedScopeCreator
Closure,135,com.google.javascript.jscomp.DevirtualizePrototypeMethods
Closure,135,com.google.javascript.rhino.jstype.FunctionType
Closure,136,com.google.javascript.jscomp.MethodCompilerPass
Closure,136,com.google.javascript.jscomp.RenameVars
Closure,137,com.google.javascript.jscomp.MakeDeclaredNamesUnique
Closure,137,com.google.javascript.jscomp.NodeUtil
Closure,137,com.google.javascript.jscomp.Normalize
Closure,138,com.google.javascript.jscomp.ClosureReverseAbstractInterpreter
Closure,138,com.google.javascript.jscomp.TypeInference
Closure,139,com.google.javascript.jscomp.Normalize
Closure,140,com.google.javascript.jscomp.Compiler
Closure,141,com.google.javascript.jscomp.NodeUtil
Closure,141,com.google.javascript.jscomp.PureFunctionIdentifier
Closure,142,com.google.javascript.jscomp.CoalesceVariableNames
