focal_method,test_prefix,docstring
"public String getValue() {
    return val;
}","public void test000() throws Throwable {
    Attribute attribute0 = new Attribute(""39T(g;UY\""6=Q^Zb>0Q"", ""nowrap"");
    attribute0.setKey(""allowfullscreen"");
    boolean boolean0 = attribute0.isBooleanAttribute();
    assertEquals(""nowrap"", attribute0.getValue());
}","/**
 *     Get the attribute value.
 *     @return the attribute value
 */"
"protected boolean isBooleanAttribute() {
    return Arrays.binarySearch(booleanAttributes, key) >= 0 || val == null;
}","public void test001() throws Throwable {
    Attribute attribute0 = new Attribute(""39T(g;UY\""6=Q^Zb>0Q"", ""nowrap"");
    attribute0.setKey(""allowfullscreen"");
    boolean boolean0 = attribute0.isBooleanAttribute();
    assertTrue(boolean0);
}","/**
 * @deprecated
 */"
"protected final boolean shouldCollapseAttribute(Document.OutputSettings out) {
    return shouldCollapseAttribute(key, val, out);
}","public void test023() throws Throwable {
    Attribute attribute0 = Attribute.createFromEncoded(""disabled"", ""disabled"");
    Document.OutputSettings document_OutputSettings0 = new Document.OutputSettings();
    boolean boolean0 = attribute0.shouldCollapseAttribute(document_OutputSettings0);
    assertTrue(boolean0);
}","/**
 * Collapsible if it's a boolean attribute and value is empty or same as name
 *
 * @param out output settings
 * @return  Returns whether collapsible or not
 */"
"protected static boolean shouldCollapseAttribute(final String key, final String val, final Document.OutputSettings out) {
    return (out.syntax() == Document.OutputSettings.Syntax.html && (val == null || ("""".equals(val) || val.equalsIgnoreCase(key)) && Attribute.isBooleanAttribute(key)));
}","public void test034() throws Throwable {
    Document.OutputSettings document_OutputSettings0 = new Document.OutputSettings();
    boolean boolean0 = Attribute.shouldCollapseAttribute((String) null, (String) null, document_OutputSettings0);
    assertTrue(boolean0);
}",""
"protected static boolean isDataAttribute(String key) {
    return key.startsWith(Attributes.dataPrefix) && key.length() > Attributes.dataPrefix.length();
}","public void test045() throws Throwable {
    boolean boolean0 = Attribute.isDataAttribute(""data-readonly"");
    assertTrue(boolean0);
}",""
"protected static boolean isBooleanAttribute(final String key) {
    return Arrays.binarySearch(booleanAttributes, key) >= 0;
}","public void test056() throws Throwable {
    boolean boolean0 = Attribute.isBooleanAttribute(""allowfullscreen"");
    assertTrue(boolean0);
}","/**
 * Checks if this attribute name is defined as a boolean attribute in HTML5
 */"
"protected static boolean isBooleanAttribute(final String key) {
    return Arrays.binarySearch(booleanAttributes, key) >= 0;
}","public void test067() throws Throwable {
    boolean boolean0 = Attribute.isBooleanAttribute(""mLGE1%D"");
    assertFalse(boolean0);
}","/**
 * Checks if this attribute name is defined as a boolean attribute in HTML5
 */"
"public String getValue() {
    return val;
}","public void test078() throws Throwable {
    Attributes attributes0 = new Attributes();
    Attribute attribute0 = new Attribute(""-o@]X"", (String) null, attributes0);
    String string0 = attribute0.getValue();
    assertNull(string0);
}","/**
 *     Get the attribute value.
 *     @return the attribute value
 */"
"public String getValue() {
    return val;
}","public void test089() throws Throwable {
    Attribute attribute0 = Attribute.createFromEncoded(""xhtml"", """");
    String string0 = attribute0.getValue();
    assertEquals("""", string0);
}","/**
 *     Get the attribute value.
 *     @return the attribute value
 */"
"protected final boolean shouldCollapseAttribute(Document.OutputSettings out) {
    return shouldCollapseAttribute(key, val, out);
}","public void test0910() throws Throwable {
    Attribute attribute0 = Attribute.createFromEncoded(""disBbleK"", ""disabled"");
    // Undeclared exception!
    try {
        attribute0.shouldCollapseAttribute((Document.OutputSettings) null);
        fail(""Expecting exception: NullPointerException"");
    } catch (NullPointerException e) {
        //
        // no message in exception (getMessage() returned null)
        //
        verifyException(""org.jsoup.nodes.Attribute"", e);
    }
}","/**
 * Collapsible if it's a boolean attribute and value is empty or same as name
 *
 * @param out output settings
 * @return  Returns whether collapsible or not
 */"
