focal_method,test_prefix,docstring
"public List getOutliers(Comparable rowKey, Comparable columnKey) {
    List result = null;
    BoxAndWhiskerItem item = (BoxAndWhiskerItem) this.data.getObject(rowKey, columnKey);
    if (item != null) {
        result = item.getOutliers();
    }
    return result;
}","public void test000() throws Throwable {
    DefaultBoxAndWhiskerCategoryDataset defaultBoxAndWhiskerCategoryDataset0 = new DefaultBoxAndWhiskerCategoryDataset();
    Minute minute0 = new Minute();
    RegularTimePeriod regularTimePeriod0 = minute0.next();
    // Undeclared exception!
    try {
        defaultBoxAndWhiskerCategoryDataset0.getOutliers((Comparable) regularTimePeriod0, (Comparable) minute0);
        fail(""Expecting exception: IllegalArgumentException"");
    } catch (IllegalArgumentException e) {
        //
        // Row key (Fri Feb 14 20:21:21 GMT 2014) not recognised.
        //
        verifyException(""org.jfree.data.KeyedObjects2D"", e);
    }
}","/**
 * Returns a list of outlier values for an item.
 *
 * @param rowKey  the row key.
 * @param columnKey  the column key.
 *
 * @return A list of outlier values.
 *
 * @see #getItem(int, int)
 */"
"public Number getMaxOutlier(Comparable rowKey, Comparable columnKey) {
    Number result = null;
    BoxAndWhiskerItem item = (BoxAndWhiskerItem) this.data.getObject(rowKey, columnKey);
    if (item != null) {
        result = item.getMaxOutlier();
    }
    return result;
}","public void test011() throws Throwable {
    DefaultBoxAndWhiskerCategoryDataset defaultBoxAndWhiskerCategoryDataset0 = new DefaultBoxAndWhiskerCategoryDataset();
    FixedMillisecond fixedMillisecond0 = new FixedMillisecond((-3132L));
    RegularTimePeriod regularTimePeriod0 = fixedMillisecond0.previous();
    // Undeclared exception!
    try {
        defaultBoxAndWhiskerCategoryDataset0.getMaxOutlier((Comparable) fixedMillisecond0, (Comparable) regularTimePeriod0);
        fail(""Expecting exception: IllegalArgumentException"");
    } catch (IllegalArgumentException e) {
        //
        // Row key (Wed Dec 31 23:59:56 GMT 1969) not recognised.
        //
        verifyException(""org.jfree.data.KeyedObjects2D"", e);
    }
}","/**
 * Returns the maximum outlier (non farout) value for an item.
 *
 * @param rowKey  the row key.
 * @param columnKey  the column key.
 *
 * @return The maximum outlier.
 *
 * @see #getItem(int, int)
 */"
"public Number getMaxRegularValue(Comparable rowKey, Comparable columnKey) {
    Number result = null;
    BoxAndWhiskerItem item = (BoxAndWhiskerItem) this.data.getObject(rowKey, columnKey);
    if (item != null) {
        result = item.getMaxRegularValue();
    }
    return result;
}","public void test022() throws Throwable {
    DefaultBoxAndWhiskerCategoryDataset defaultBoxAndWhiskerCategoryDataset0 = new DefaultBoxAndWhiskerCategoryDataset();
    Week week0 = new Week();
    RegularTimePeriod regularTimePeriod0 = week0.previous();
    // Undeclared exception!
    try {
        defaultBoxAndWhiskerCategoryDataset0.getMaxRegularValue((Comparable) regularTimePeriod0, (Comparable) week0);
        fail(""Expecting exception: IllegalArgumentException"");
    } catch (IllegalArgumentException e) {
        //
        // Row key (Week 6, 2014) not recognised.
        //
        verifyException(""org.jfree.data.KeyedObjects2D"", e);
    }
}","/**
 * Returns the maximum regular (non outlier) value for an item.
 *
 * @param rowKey  the row key.
 * @param columnKey  the column key.
 *
 * @return The maximum regular value.
 *
 * @see #getItem(int, int)
 */"
"public Number getMinRegularValue(int row, int column) {
    Number result = null;
    BoxAndWhiskerItem item = (BoxAndWhiskerItem) this.data.getObject(row, column);
    if (item != null) {
        result = item.getMinRegularValue();
    }
    return result;
}","public void test033() throws Throwable {
    DefaultBoxAndWhiskerCategoryDataset defaultBoxAndWhiskerCategoryDataset0 = new DefaultBoxAndWhiskerCategoryDataset();
    // Undeclared exception!
    try {
        defaultBoxAndWhiskerCategoryDataset0.getMinRegularValue(795, 0);
        fail(""Expecting exception: IndexOutOfBoundsException"");
    } catch (IndexOutOfBoundsException e) {
        //
        // Index: 795, Size: 0
        //
        verifyException(""java.util.ArrayList"", e);
    }
}","/**
 * Returns the minimum regular (non outlier) value for an item.
 *
 * @param row  the row index (zero-based).
 * @param column  the column index (zero-based).
 *
 * @return The minimum regular value.
 *
 * @see #getItem(int, int)
 */"
"public Number getQ3Value(Comparable rowKey, Comparable columnKey) {
    Number result = null;
    BoxAndWhiskerItem item = (BoxAndWhiskerItem) this.data.getObject(rowKey, columnKey);
    if (item != null) {
        result = item.getQ3();
    }
    return result;
}","public void test044() throws Throwable {
    DefaultBoxAndWhiskerCategoryDataset defaultBoxAndWhiskerCategoryDataset0 = new DefaultBoxAndWhiskerCategoryDataset();
    MockDate mockDate0 = new MockDate(5L);
    Second second0 = new Second(mockDate0);
    Millisecond millisecond0 = new Millisecond((-4245), second0);
    TimeSeriesDataItem timeSeriesDataItem0 = new TimeSeriesDataItem((RegularTimePeriod) millisecond0, (double) 5L);
    // Undeclared exception!
    try {
        defaultBoxAndWhiskerCategoryDataset0.getQ3Value((Comparable) millisecond0, (Comparable) timeSeriesDataItem0);
        fail(""Expecting exception: IllegalArgumentException"");
    } catch (IllegalArgumentException e) {
        //
        // Row key (Fri Feb 14 20:21:21 GMT 2014) not recognised.
        //
        verifyException(""org.jfree.data.KeyedObjects2D"", e);
    }
}","/**
 * Returns the third quartile value.
 *
 * @param rowKey  the row key.
 * @param columnKey  the column key.
 *
 * @return The third quartile value.
 *
 * @see #getItem(int, int)
 */"
"public Number getMeanValue(Comparable rowKey, Comparable columnKey) {
    Number result = null;
    BoxAndWhiskerItem item = (BoxAndWhiskerItem) this.data.getObject(rowKey, columnKey);
    if (item != null) {
        result = item.getMean();
    }
    return result;
}","public void test055() throws Throwable {
    DefaultBoxAndWhiskerCategoryDataset defaultBoxAndWhiskerCategoryDataset0 = new DefaultBoxAndWhiskerCategoryDataset();
    Float float0 = new Float((double) 0);
    Float float1 = new Float(0.0F);
    // Undeclared exception!
    try {
        defaultBoxAndWhiskerCategoryDataset0.getMeanValue((Comparable) float1, (Comparable) float0);
        fail(""Expecting exception: IllegalArgumentException"");
    } catch (IllegalArgumentException e) {
        //
        // Row key (0.0) not recognised.
        //
        verifyException(""org.jfree.data.KeyedObjects2D"", e);
    }
}","/**
 * Returns the mean value for an item.
 *
 * @param rowKey  the row key.
 * @param columnKey  the column key.
 *
 * @return The mean value.
 *
 * @see #getItem(int, int)
 */"
"public Number getValue(Comparable rowKey, Comparable columnKey) {
    return getMedianValue(rowKey, columnKey);
}","public void test066() throws Throwable {
    DefaultBoxAndWhiskerCategoryDataset defaultBoxAndWhiskerCategoryDataset0 = new DefaultBoxAndWhiskerCategoryDataset();
    Hour hour0 = new Hour();
    RegularTimePeriod regularTimePeriod0 = hour0.previous();
    // Undeclared exception!
    try {
        defaultBoxAndWhiskerCategoryDataset0.getValue((Comparable) regularTimePeriod0, (Comparable) hour0);
        fail(""Expecting exception: IllegalArgumentException"");
    } catch (IllegalArgumentException e) {
        //
        // Row key (Fri Feb 14 20:21:21 GMT 2014) not recognised.
        //
        verifyException(""org.jfree.data.KeyedObjects2D"", e);
    }
}","/**
 * Returns the value for an item.
 *
 * @param rowKey  the row key.
 * @param columnKey  the columnKey.
 *
 * @return The value.
 *
 * @see #getMedianValue(Comparable, Comparable)
 * @see #getValue(int, int)
 */"
"public Number getValue(int row, int column) {
    return getMedianValue(row, column);
}","public void test077() throws Throwable {
    DefaultBoxAndWhiskerCategoryDataset defaultBoxAndWhiskerCategoryDataset0 = new DefaultBoxAndWhiskerCategoryDataset();
    // Undeclared exception!
    try {
        defaultBoxAndWhiskerCategoryDataset0.getValue(894, 121);
        fail(""Expecting exception: IndexOutOfBoundsException"");
    } catch (IndexOutOfBoundsException e) {
        //
        // Index: 894, Size: 0
        //
        verifyException(""java.util.ArrayList"", e);
    }
}","/**
 * Returns the value for an item.
 *
 * @param row  the row index.
 * @param column  the column index.
 *
 * @return The value.
 *
 * @see #getMedianValue(int, int)
 * @see #getValue(Comparable, Comparable)
 */"
"public void add(List list, Comparable rowKey, Comparable columnKey) {
    BoxAndWhiskerItem item = BoxAndWhiskerCalculator.calculateBoxAndWhiskerStatistics(list);
    add(item, rowKey, columnKey);
}","public void test088() throws Throwable {
    DefaultBoxAndWhiskerCategoryDataset defaultBoxAndWhiskerCategoryDataset0 = new DefaultBoxAndWhiskerCategoryDataset();
    FixedMillisecond fixedMillisecond0 = new FixedMillisecond();
    LinkedList<DefaultTableModel> linkedList0 = new LinkedList<DefaultTableModel>();
    MockDate mockDate0 = new MockDate(1L);
    Millisecond millisecond0 = new Millisecond(mockDate0);
    // Undeclared exception!
    try {
        defaultBoxAndWhiskerCategoryDataset0.add((List) linkedList0, (Comparable) fixedMillisecond0, (Comparable) millisecond0);
        fail(""Expecting exception: IllegalArgumentException"");
    } catch (IllegalArgumentException e) {
        //
        // Range(double, double): require lower (Infinity) <= upper (-Infinity).
        //
        verifyException(""org.jfree.data.Range"", e);
    }
}","/**
 * Adds a list of values relating to one box-and-whisker entity to the
 * table.  The various median values are calculated.
 *
 * @param list  a collection of values from which the various medians will
 *              be calculated.
 * @param rowKey  the row key (<code>null</code> not permitted).
 * @param columnKey  the column key (<code>null</code> not permitted).
 *
 * @see #add(BoxAndWhiskerItem, Comparable, Comparable)
 */"
"public Number getValue(Comparable rowKey, Comparable columnKey) {
    return getMedianValue(rowKey, columnKey);
}","public void test099() throws Throwable {
    DefaultBoxAndWhiskerCategoryDataset defaultBoxAndWhiskerCategoryDataset0 = new DefaultBoxAndWhiskerCategoryDataset();
    Float float0 = new Float((double) 0);
    Vector<String> vector0 = new Vector<String>();
    BoxAndWhiskerItem boxAndWhiskerItem0 = new BoxAndWhiskerItem((Number) float0, (Number) float0, (Number) float0, (Number) float0, (Number) float0, (Number) float0, (Number) float0, (Number) float0, (List) vector0);
    defaultBoxAndWhiskerCategoryDataset0.add(boxAndWhiskerItem0, (Comparable) float0, (Comparable) float0);
    Number number0 = defaultBoxAndWhiskerCategoryDataset0.getValue((Comparable) float0, (Comparable) float0);
    assertEquals(0.0F, number0);
}","/**
 * Returns the value for an item.
 *
 * @param rowKey  the row key.
 * @param columnKey  the columnKey.
 *
 * @return The value.
 *
 * @see #getMedianValue(Comparable, Comparable)
 * @see #getValue(int, int)
 */"
